owi,ISBN-13,Title,Authors,Publisher,Year,Language,oclc,lcc,ddc,fast
419353,9780439672320,Big Red Tub,['Julia Jarman'],Scholastic,2004,en,54487726,PZ8.3.J2746,E,"{'1739131': 'Stories in rhyme', '809468': 'Animals', '828732': 'Baths'}"
10252312080,9780439343909,Tabby In The Tub,['Ben M. Baglio'],Scholastic Paperbacks,1999,en,,,,
89155084,9780738709123,June Bug,['Jess Lourey'],Llewellyn Worldwide,2007,en,,,,
21546637,9781400078127,Wickett's Remedy,['Myla Goldberg'],Vintage,2006,en,60419509,,813.54,"{'1054844': 'Patent medicines', '1174951': 'Widows', '1205012': 'Massachusetts--Boston', '978931': 'Irish American women', '957973': 'Historical fiction', '972493': 'Influenza'}"
351964109,9780375836671,השליח,['Markus Zusak'],Knopf Books for Young Readers,2006,en,54501483,PZ7.Z837,FIC,"{'1144026': 'Taxicab drivers', '955558': 'Heroes', '1111690': 'Self-esteem in adolescence', '1111662': 'Self-esteem', '1183080': 'Young adult fiction'}"
2977160159,9780439389501,Getting The Girl,['Markus Zusak'],Push,2001,en,50417163,PZ7.Z837,823.92,"{'1111481': 'Self-actualization (Psychology)', '839665': 'Brothers', '977397': 'Interpersonal relations', '1007080': 'Man-woman relationships'}"
879037,9780375831003,The Book Thief,['Markus Zusak'],Alfred A. Knopf Books for Young Readers,2006,en,,,,
18445923,9780439241878,Fighting Ruben Wolfe,['Markus Zusak'],Scholastic Paperbacks,2002,en,44777200,PZ7.Z837,823.92,"{'839665': 'Brothers', '837324': 'Boxing stories', '1204574': 'New South Wales--Sydney', '837290': 'Boxing', '1728849': 'Families', '1183080': 'Young adult fiction'}"
118738928,9783473352340,Underdog,['Markus Zusak'],,2002,de,57513215,PR8308.5.U83,823.92,"{'839665': 'Brothers', '1145551': 'Teenagers', '1183080': 'Young adult fiction', '977397': 'Interpersonal relations', '821424': 'Australian fiction', '1111662': 'Self-esteem', '1728523': 'Dysfunctional families', '1145587': 'Teenagers--Family relationships'}"
10913615254,9780023895302,Nicomachean Ethics,['Aristotle'],Pearson,1915,en,,,,
10913615254,9780140449495,The Nicomachean Ethics,['Aristotle'],Penguin,2004,en,,,,
5534159524,9780911589030,Aristotle's Nicomachean Ethics,"['Aristotle', 'Hippocrates George Apostle']",,1984,en,666234894,B430.A5,171.3,"{'915833': 'Ethics', '1357515': 'Nicomachean ethics (Aristotle)'}"
4883914730,9780140449129,Madame Bovary,['Gustave Flaubert'],Penguin,2002,en,,,,
2908776038,9780393979176,"Madame Bovary - Contexts, Critical Reception","['Gustave Flaubert', 'Eleanor Marx Aveling']",W W Norton & Company Incorporated,2005,en,,,,
510075769,,,,,,,57048021,PQ2246.M2,843.8,"{'1204289': 'France', '1020437': 'Middle class', '797378': 'Adultery', '1062987': ""Physicians' spouses"", '1137618': 'Suicide victims', '1007815': 'Manners and customs', '1010701': 'Married women', '837163': 'Bovary, Emma (Fictitious character)'}"
9415166950,9780691099507,The Complete Works Of Aristotle - The Revised Oxford Translation,['Jonathan Barnes'],,1991,en,,,,
3770084203,9780486414249,Politics,"['Aristotle', 'Benjamin Jowett', 'H. W. C. Davis']",Courier Corporation,2000,en,726849122,JC71.A41,320.011,"{'1069781': 'Political science', '1060860': 'Philosophy, Ancient', '1069819': 'Political science--Philosophy'}"
1375498598,9781586638221,The Aristotle's Ethics - Nicomachean Ethics,"['Aristotle', 'SparkNotes']",Spark Notes,2003,en,56212592,B491,171.3,"{'1357515': 'Nicomachean ethics (Aristotle)', '917492': 'Examinations'}"
10201326364,9780521484008,Aristotle: The Politics And The Constitution Of Athens,['Aristotle'],Cambridge University Press,1996,en,17481572,JC71.A41,320.011,{'1069781': 'Political science'}
396912,9781593080235,Middlemarch,['George Eliot'],Sterling Publishing Company,2003,en,47009280,PR4662,823.8,"{'1219920': 'England', '1183301': 'Young women', '862081': 'City and town life', '1010656': 'Married people', '1007815': 'Manners and customs', '896624': 'Domestic fiction', '1122841': 'Social reformers', '1204623': 'Great Britain'}"
396912,,,,,,,,,,
2829613261,9781591940487,Silas Marner,['George Eliot'],,2006,en,44956604,PR4670,823.8,"{'1219920': 'England', '921890': 'Fathers and daughters', '1173194': 'Weavers', '797050': 'Adopted children', '933305': 'Foundlings', '1357730': 'Silas Marner (Eliot, George)', '1007815': 'Manners and customs', '911989': 'English literature'}"
4919444399,9789685270885,Mil novecientos ochenta y cuatro,['George Orwell'],Lectorum S A De C V,2002,es,52924987,PR6029.R8,823.912,"{'1153040': 'Totalitarianism', '1204271': 'England--London', '1069297': 'Political fiction', '1108566': 'Science fiction', '1356950': 'Nineteen eighty-four (Orwell, George)', '1108670': 'Science fiction, English', '900374': 'Dystopias in literature', '900372': 'Dystopias'}"
2908425952,9780226300689,"The Complete Tales Of Nikolai Gogol, Volume 1","['Nikolai Gogol', 'Николай Васильевич Гоголь']",University of Chicago Press,1985,en,,,,
3856755884,9780486270579,The Overcoat And Other Short Stories,['Nikolai Gogol'],Courier Corporation,1992,en,24467291,PG3333,891.733,"{'35946': 'Gogolʹ, Nikolaĭ Vasilʹevich, 1809-1852'}"
4160356394,9780688104641,The Nose,"['Nikolai Vasilevich Gogol', 'Catherine Cowan', 'Kevin Hawkes']",Lothrop Lee & Shepard,1994,en,,,,
4663543574,9781400043194,Dead Souls,['Nikolaĭ Vasilʹevich Gogolʹ'],Everymans Library,2004,en,44961177,PG3333,891.733,"{'1007815': 'Manners and customs', '1207312': 'Russia', '1102012': 'Russian fiction', '910817': 'English fiction', '1140414': 'Swindlers and swindling', '1262050': 'Russia (Federation)', '1210281': 'Soviet Union', '1113088': 'Serfs'}"
327394,9780451529695,Fathers And Sons,['Ivan Sergeevich Turgenev'],Signet Classic,2005,en,,,,
5086263396,9780373632442,Father To Son,"['Warren Murphy', 'Richard Sapir']",Worldwide Library,2002,en,50772052,PS3563.U7634,,"{'1094453': 'Remo (Fictitious character)', '818974': 'Assassins', '858004': 'Chiun (Fictitious character)'}"
44884886,9781892065148,Children Of The Star,['Sylvia Engdahl'],Meisha Merlin Pub,2000,en,43438771,PZ7.E6985,E,"{'1108566': 'Science fiction', '1145078': 'Technology', '805516': 'Allegory', '915833': 'Ethics'}"
993409,9781550373967,From Far Away,"['Robert N. Munsch', 'Saoussan Askar', 'Michael Martchenko']",,1995,en,,,,
11282550257,9781591165996,From Far Away,['Kyoko Hikawa'],VIZ Media LLC,2004,en,,,,
103412095,9780787976385,"Silos, Politics And Turf Wars - A Leadership Fable About Destroying The Barriers That Turn Colleagues Into Competitors",['Patrick M. Lencioni'],John Wiley & Sons,2006,en,62408575,HD57.7,658.4092,"{'1047801': 'Organizational behavior', '994701': 'Leadership'}"
1104396809,9780226467719,"Moral Politics - How Liberals And Conservatives Think, Second Edition",['George Lakoff'],University of Chicago Press,2002,en,47990012,HN90.M6,172,"{'1069286': 'Political ethics', '1122447': 'Social ethics', '1123424': 'Social values', '1204155': 'United States', '875582': 'Conservatism', '997183': 'Liberalism', '1026043': 'Moral conditions'}"
480351191,,,,,,,54358516,PS3561.I483,813.54,"{'1163968': 'Vampires', '1204270': 'Maine', '862081': 'City and town life'}"
848489,9788484504795,El Misterio de Salem's Lot,['Stephen King'],Plaza & Janes Editories Sa,2002,es,1528957,PS3561.I483,813.54,"{'1163968': 'Vampires', '1204270': 'Maine', '862081': 'City and town life', '807048': 'American fiction', '821688': 'Authors', '960387': 'Horror tales', '960399': 'Horror tales, American', '944894': 'Good and evil'}"
,9780451098276,'Salem's Lot,['Stephen King'],Signet,1976,en,,,,
69930459,9781587671098,Prodigal Blues,['Gary A. Braunbeck'],,2006,en,824983769,PS3552.R355,813.54,"{'1114783': 'Sexual abuse victims', '1152974': 'Torture victims', '987328': 'Kidnapping victims'}"
11436158391,9780140444414,Inferno,['Dante Alighieri'],,1984,en,,,,
11436158391,9780140440065,The Divine Comedy - Volume 1: Hell,['Dante Alighieri'],Penguin,1950,en,,,,
11436158391,9780142437223,The Divine Comedy - Volume 1: Inferno,['Dante Alighieri'],Penguin,2002,en,,,,
20950579,9780471158479,"""Could Do Better"" - Why Children Underachieve And What To Do About It","['Harvey P. Mandel', 'Sander I. Marcus']",Wiley,1996,en,32779196,LC4691,371.926,"{'1027541': 'Motivation in education', '1160870': 'Underachievers--Education', '1204155': 'United States', '1204310': 'Canada', '795665': 'Achievement motivation in children', '902710': 'Education--Parent participation', '1160869': 'Underachievers', '1160874': 'Underachievers--Psychology'}"
10680074136,9780553213393,Inferno - A Verse Translation,['Dante Alighieri'],Bantam Classics,1982,en,,,,
11436158391,,,,,,,,,,
962261,9780812034110,"Dante Alighieri's Divine Comedy, The Inferno",['Carol Forman'],Barrons Educational Series Incorporated,1984,en,11090555,PQ4443,851.1,"{'1356245': 'Inferno (Dante Alighieri)', '980660': 'Italian literature'}"
2591027777,9780142437544,The Portable Dante,['Dante Alighieri'],Penguin,2003,en,30319118,PQ4315.A3,851.1,"{'29097': 'Dante Alighieri, 1265-1321', '1084326': 'Purgatory', '1356246': 'Divina commedia (Dante Alighieri)', '980715': 'Italian poetry'}"
11475952217,9780553213447,Purgatorio - A Verse Translation,['Dante Alighieri'],Bantam Classics,1984,en,,,,
11436158391,9780140444438,The Divine Comedy: Paradise,['Dante Alighieri'],Penguin Classics,1984,en,,,,
11436158391,9780140444421,The Divine Comedy - Volume II: Purgatory,['Dante Alighieri'],Penguin,1985,en,,,,
2517226808,9780253201621,"Dante's Vita Nuova, New Edition - A Translation And An Essay","['Alighieri Dante', 'Dante Alighieri']",Indiana University Press,1973,en,,,,
377586,9780486272665,The Rime Of The Ancient Mariner And Other Poems,['Samuel Taylor Coleridge'],Courier Corporation,1992,en,,,,
5090397586,9780451527400,Beowulf,['Burton Raffel'],Signet Classics,1999,en,,,,
793158765,9781400096220,Beowulf - A Dual-Language Edition,['Howell D. Chickering'],Anchor,2006,en,,,,
967252,9780440905608,Beowulf - A New Telling,['Robert Nye'],Laurel Leaf,1982,en,472916,PZ8.1.N87,398.22,"{'1356023': 'Beowulf', '913869': 'Epic poetry, English (Old)', '1204623': 'Great Britain', '1742747': 'Beowulf, King of the Geats', '1742748': 'Grendel (Monster)', '856632': ""Children's stories"", '910817': 'English fiction', '1025752': 'Monsters'}"
57802588,9780763632069,Beowulf,['Michael Morpurgo'],Candlewick Press (MA),2006,en,74455450,PZ8.1.M8265,398.2,"{'1356023': 'Beowulf', '1025752': 'Monsters', '1204558': 'Denmark', '955558': 'Heroes', '995592': 'Legends', '1742747': 'Beowulf, King of the Geats', '1219920': 'England', '930306': 'Folklore'}"
202132942,9780674002050,Seamus Heaney,['Helen Hennessy Vendler'],Harvard University Press,2000,en,39354202,PR6058.E2,821.914,"{'1898190': 'Heaney, Seamus, 1939-2013', '1205215': 'Northern Ireland', '999953': 'Literature', '912309': 'English poetry--Irish authors', '1205427': 'Ireland', '1355139': 'Themes, motives'}"
595251,9780374525118,The Spirit Level - Poems,['Seamus Heaney'],Macmillan,1997,en,,,,
291429570,9780571143726,"New Selected Poems, 1966-1987",['Seamus Heaney'],London ; Boston : Faber and Faber,1990,en,,,,
686823,9780571210916,"Finders Keepers - Selected Prose, 1971-2001",['Seamus Heaney'],,2003,en,,,,
654638,9780916724948,Canopy - A Work For Voice And Light In Harvard Yard,"['David Ward', 'Seamus Heaney', 'Parveen Adams']",Harvard Univ Busch-Reisinger,1997,en,,,,
10072743,9780571207985,Electric Light,['Seamus Heaney'],Faber & Faber,2001,en,45463300,PR6058.E2,821.914,"{'979051': 'Irish poetry', '1067769': 'Poetry, Modern', '912278': 'English poetry', '912309': 'English poetry--Irish authors'}"
,9783446187498,Norden - Gedichte ; englisch und deutsch,['Seamus Heaney'],,1996,de,,,,
3857947170,9788475173467,Norte,['Seamus Heaney'],,1995,en,500467943,PR6058.E2,821,{'1205215': 'Northern Ireland'}
10227296361,9781857150940,The Odyssey,"['Homer', 'Robert Fitzgerald', 'Seamus Heaney']",Everyman Chess,1992,en,,,,
4820360170,9780393962932,"Paradise Lost - An Authoritative Text, Backgrounds And Sources, Criticism","['John Milton', 'Scott Elledge']",W. W. Norton,1993,en,,,,
38786983,9780684839790,Tolkien - The Illustrated Encyclopaedia,['David Day'],Simon and Schuster,1991,en,,,,
4917677437,9780688094553,Ten Days To Self-Esteem,['David D. Burns'],William Morrow Paperbacks,1999,en,27187352,RC489.S43,158.1,"{'1111662': 'Self-esteem', '1432033': 'Cognitive therapy', '948490': 'Group psychotherapy', '890967': 'Depression, Mental--Treatment', '1081790': 'Psychotherapy--Religious aspects', '890903': 'Depressed persons--Counseling of'}"
13929097,9780552146784,The Swords Of Night And Day,['David Gemmell'],Random House,2005,en,,,,
48553453,9780142402498,Pippi Longstocking,['Astrid Lindgren'],Penguin,2005,en,,,,
4927862425,9780670557110,Pippi In The South Seas,['Astrid Lindgren'],Viking Books for Young Readers,1959,en,,,,
4757717075,9780140309591,Pippi Goes On Board,['Astrid Lindgren'],Pippi Longstocking,1957,en,,,,
52684555,9780140326093,The Children Of Noisy Village,['Astrid Lindgren'],Penguin,1988,en,,,,
8907102573,9781930900240,The Brothers Lionheart,"['Astrid Lindgren', 'Ilon Wikland', 'Jill Morgan']",,2004,en,1195868,PZ7.L6585,839.7374,"{'920687': 'Fantasy', '839671': 'Brothers and sisters', '1147896': 'Terminally ill children', '839666': 'Brothers--Death', '856804': ""Children's stories, Swedish"", '839665': 'Brothers', '856129': ""Children's literature, Swedish""}"
10252352770,9780140503449,Christmas In Noisy Village,['Astrid Lindgren'],Puffin Books,1964,en,471182,PZ7.L6585,839.737,"{'859866': 'Christmas stories', '1204537': 'Sweden', '854835': 'Children', '1737525': 'Christmas stories, Swedish'}"
225927421,9780140317206,"Ronia, The Robber's Daughter",['Astrid Lindgren'],Penguin,1985,en,8688198,PZ7.L6585,FIC,"{'838984': 'Brigands and robbers', '1049233': 'Outlaws', '935174': 'Friendship', '1005468': 'Magic', '1200820': 'Children of criminals', '932632': 'Forests and forestry', '856804': ""Children's stories, Swedish"", '1149995': 'Thieves'}"
351643604,9781883937669,Happy Times In Noisy Village,['Astrid Lindgren'],Bethlehem Books,2003,en,,,,
4575183510,9788426131928,Pippi Calzaslargas,['Astrid Lindgren'],Lectorum Publications,2001,es,48364099,PT9875.L598,839.7372,"{'963818': 'Humorous stories', '1204537': 'Sweden', '1002434': 'Longstocking, Pippi'}"
443828,9780698115910,The Tomten,"['Astrid Lindgren', 'Viktor Rydberg', 'Harald Wiberg']",Puffin,1997,en,,,,
1807162360,9780689846731,Lotta On Troublemaker Street,['Astrid Lindgren'],Simon and Schuster,2001,en,10230952,PZ7.L6585,E,"{'962811': 'Human behavior', '1002675': 'Lotta (Fictitious character : Lindgren)', '963818': 'Humorous stories', '856804': ""Children's stories, Swedish"", '1728849': 'Families', '839671': 'Brothers and sisters', '1101290': 'Runaway children', '856632': ""Children's stories""}"
330104,9780723247708,The Tale Of Peter Rabbit,['Beatrix Potter'],Warne,2010,en,,,,
330104,9780723257042,The Tale Of Peter Rabbit - A Pop-Up Adventure,['Beatrix Potter'],Warne,2005,en,19325759,PZ7.P85,E,"{'1086347': 'Rabbits', '1059204': 'Peter Rabbit (Fictitious character)', '1042707': 'Obedience', '937895': 'Gardens', '839671': 'Brothers and sisters', '921321': 'Farmers', '856704': ""Children's stories, English"", '1053308': 'Parent and child'}"
330104,9780723249863,The Tale Of Peter Rabbit,['Beatrix Potter'],Frederick Warne Publishers,2004,en,19325759,PZ7.P85,823.912,"{'1086347': 'Rabbits', '1059204': 'Peter Rabbit (Fictitious character)', '1042707': 'Obedience', '937895': 'Gardens', '839671': 'Brothers and sisters', '921321': 'Farmers', '856704': ""Children's stories, English"", '1053308': 'Parent and child'}"
330104,9780723258735,The Tale Of Peter Rabbit - Commemorative Edition,['Beatrix Potter'],Frederick Warne Publishers,2006,en,,,,
69730715,9780723258056,A Journal,['Beatrix Potter (Illustratorin)'],,2006,en,,,,
3901062732,9780723257639,The World Of Peter Rabbit,['Beatrix Potter'],Warne,2006,en,,,,
693845222,9780312369347,Beatrix Potter - A Life In Nature,['Linda Lear'],St. Martin's Press,2007,en,74354109,PR6031.O72,823.912,"{'1204623': 'Great Britain', '50238': 'Potter, Beatrix, 1866-1943', '1245726': 'England--Lake District', '856634': ""Children's stories--Authorship"", '967426': 'Illustrators', '821945': 'Authors, English', '856632': ""Children's stories"", '1177159': 'Women artists'}"
588613,9780723247791,The Tale Of The Flopsy Bunnies,['Beatrix Potter'],Warne,2010,en,,,,
11394512113,9781402713187,Treasure Island,"['Chris Tait', 'Robert Louis Stevenson']","Sterling Publishing Company, Inc.",2005,en,,,,
,9780848805012,The Epic Of Gilgamesh,"['Nancy K. Sandars', 'Gilgamesh']",Amereon Limited,1976,en,,,,
4461190713,9780141026282,The Epic Of Gilgamesh,[''],Penguin (Non-Classics),2006,en,,,,
4461190713,9780804717113,The Epic Of Gilgamesh,['Maureen Gallery Kovacs'],Stanford University Press,1989,en,,,,
472495,9780865165465,The Evolution Of The Gilgamesh Epic,['Jeffrey H. Tigay'],Bolchazy-Carducci Publishers,2002,en,8033701,PJ3771.G6,892.1,"{'1357053': 'Gilgamesh', '913821': 'Epic poetry, Assyro-Babylonian'}"
571464,9780226323985,Gilgamesh Epic And Old Testament Parallels,['Alexander Heidel'],University of Chicago Press,1949,en,,,,
3277,9780393956535,The Scarlet Letter - An Annotated Text Backgrounds And Sources Essays In Criticism,['Nathaniel Hawthorne'],,1962,en,,,,
11282294315,9781402726002,The Adventures Of Huckleberry Finn,['Mark Twain'],"Sterling Publishing Company, Inc.",2006,en,47009949,PS1305,813.4,"{'1240238': 'Mississippi River', '924923': 'Finn, Huckleberry (Fictitious character)', '1204724': 'Missouri', '837358': 'Boys', '935940': 'Fugitive slaves', '1006633': 'Male friendship', '1101290': 'Runaway children', '1086509': 'Race relations'}"
11282294315,9780141439648,The Adventures Of Huckleberry Finn,['Mark Twain'],Penguin Classics,2003,en,,,,
3769912392,9780764587276,CliffsComplete The Adventures Of Huckleberry Finn,['Mark Twain'],Cliffs Notes,2001,en,,,,
4919052205,9780940450363,"Collected Tales, Sketches, Speeches & Essays: 1852-1890",['Mark Twain'],Library of America Mark Twain,1992,en,,,,
1104274339,9780299125400,Mark Twain's Own Autobiography - The Chapters From The North American Review,['Mark Twain'],Univ of Wisconsin Press,1990,en,608692466,PS1331,818.409,"{'31622': 'Twain, Mark, 1835-1910', '821764': 'Authors, American', '963739': 'Humorists, American'}"
4061447344,9780393960587,"Candide, Or, Optimism - A Fresh Translation, Backgrounds, Criticism",['Voltaire'],W. W. Norton,1991,en,,,,
180829315,9780192807267,Candide And Other Stories,['Voltaire'],OUP Oxford,2006,en,648259430,PQ2075,843.5,"{'61549': 'Voltaire, 1694-1778', '1117193': 'Short stories, French', '1061071': 'Philosophy, Modern', '1204623': 'Great Britain', '862898': 'Civilization', '934302': 'French fiction', '967569': 'Imaginary letters'}"
3901677301,9780822002833,CliffsNotes On Voltaire's Candide,"['Francois Marie Arouet', 'James K. Lowers']",Cliffs Notes,1965,en,,,,
4061447344,9780812972016,"Candide - Or, Optimism",['Voltaire'],Modern Library,2005,en,49295269,PQ2082.C3,843.5,"{'934302': 'French fiction', '61549': 'Voltaire, 1694-1778', '862898': 'Civilization', '1204623': 'Great Britain', '1356654': 'Candide (Voltaire)', '967569': 'Imaginary letters', '1061071': 'Philosophy, Modern', '1046876': 'Optimism'}"
866290827,9780872205468,Candide And Related Texts,"['Voltaire', 'David Wootton']",Hackett Publishing,2000,en,44167537,PQ2082.C3,843.5,{'1356654': 'Candide (Voltaire)'}
11510413827,9780140442571,Philosophical Dictionary,['Francois Voltaire'],ePenguin,1972,en,,,,
14361010,9781578633227,What Is Goth?,['Voltaire'],Weiser Books,2004,en,54989167,HQ796,306.1,{'945054': 'Goth culture (Subculture)'}
2517233065,9780321427137,Persuasion,['Jane Austen'],Pearson,2008,en,70831049,PR5819.A2,823.8,"{'1072324': 'Portraits', '1183692': 'Youthfulness', '874563': 'Conduct of life'}"
199102118,9780007158058,The Real Trial Of Oscar Wilde,['Merlin Holland'],Harper Collins,2004,en,,,,
2486690019,9780192833761,Complete Shorter Fiction,['Oscar Wilde'],"Oxford University Press, USA",1998,en,5312525,PR5812,823.8,"{'1117174': 'Short stories, English', '910817': 'English fiction', '1219920': 'England', '797478': 'Adventure stories, English', '856704': ""Children's stories, English"", '919916': 'Fairy tales'}"
2060123,9781586170264,The Unmasking Of Oscar Wilde,['Joseph Pearce'],Ignatius Press,2004,en,54963019,PR5823,828.809,"{'939117': 'Gay men', '33910': 'Wilde, Oscar, 1854-1900', '822116': 'Authors, Irish', '1204623': 'Great Britain', '1077103': 'Prisoners', '1219920': 'England', '821945': 'Authors, English'}"
11731628681,9780375758119,The Decline And Fall Of The Roman Empire - Abridged Edition,['Edward Gibbon'],Modern Library,2003,en,,,,
11731628681,9780345478849,The Decline And Fall Of The Roman Empire,"['Edward Gibbon', 'Daniel J. Boorstin']",Modern Library,2005,en,1723382,DG311,940.1,"{'1204885': 'Rome (Empire)', '1209292': 'Byzantine Empire', '859185': 'Christian life', '877229': 'Conversion--Christianity', '908898': 'Emperors', '862996': 'Civilization, Classical'}"
4783530344,9780753818817,The Decline And Fall Of The Roman Empire,"['Edward Gibbon', 'Hugh Trevor-Roper']",Phoenix,2005,en,402038,DG311,937.06,"{'1204885': 'Rome (Empire)', '1209292': 'Byzantine Empire', '958352': 'History, Ancient', '1204500': 'Italy--Rome'}"
4783530344,9781857151923,Decline And Fall Of The Roman Empire - The Eastern Empire,['Edward Gibbon'],Everyman Chess,1994,en,,,,
11732100138,9780143036241,The Christians And The Fall Of Rome,['Edward Gibbon'],Penguin Group USA,2005,en,61732181,BR170,270.1,"{'1710945': 'Church history--Primitive and early church', '1204885': 'Rome (Empire)'}"
4783530344,9780140150605,"Shakespeare - Seven Plays, The Songs, The Sonnets, Selections From The Other Plays",['William Shakespeare'],,1977,en,,,,
884851,9780451159410,They Cage The Animals At Night,['Jennings Michael Burch'],Signet,1985,en,10711792,HQ775,B,"{'854540': 'Child psychology', '125541': 'Burch, Jennings Michael', '855000': 'Children--Institutional care', '837358': 'Boys', '1204333': 'New York (State)--New York', '1312516': 'New York (State)--New York--Brooklyn', '933178': 'Foster children', '794154': 'Abandoned children'}"
5454041257,9780743260220,The Quilter's Homecoming - An Elm Creek Quilts Novel,['Jennifer Chiaverini'],Simon & Schuster,2007,en,,,,
887759,9780330397810,Absolutely Normal Chaos,['Sharon Creech'],Pan Macmillan,2001,en,32664726,PZ7.C8615,813.54,"{'881894': 'Cousins', '888613': 'Death', '921899': 'Fathers and sons', '959635': 'Homesickness', '1728849': 'Families', '1183080': 'Young adult fiction'}"
2761746272,9780439650373,The Abominable Snowman Doesn't Roast Marshmallows,"['Debbie Dadey', 'Marcia Thornton Jones', 'John Steven Gurney']",Scholastic Paperbacks,2005,en,57653471,PZ7.D128,FIC,"{'1107958': 'Schools', '1182755': 'Yeti', '825507': 'Bailey School Kids (Fictitious characters)'}"
1981289,9780590444774,Santa Claus Doesn't Mop Floors,"['Debbie Dadey', 'Marcia Thornton Jones']",Little Apple,1991,en,24562159,PZ7.D128,FIC,"{'1105278': 'Santa Claus (Fictitious character)', '1107958': 'Schools', '859866': 'Christmas stories', '825507': 'Bailey School Kids (Fictitious characters)', '856632': ""Children's stories""}"
11664249542,9780590849029,Angels Don't Know Karate,"['Debbie Dadey', 'Marcia Thornton Jones']",Scholastic Paperbacks,1996,en,,,,
14451790,9780439650366,Werewolves Don't Run For President,"['Debbie Dadey', 'Marcia Thornton Jones']",Scholastic Paperbacks,2004,en,56554401,PZ7.D128,FIC,"{'1173872': 'Werewolves', '856632': ""Children's stories"", '904324': 'Elections'}"
24179570,9780590434119,Vampires Don't Wear Polka Dots,"['Debbie Dadey', 'Marcia Thornton Jones']",Scholastic Paperbacks,1990,en,22368203,PZ7.D13,741.5973,"{'1107958': 'Schools', '1144248': 'Teachers', '1163968': 'Vampires', '825507': 'Bailey School Kids (Fictitious characters)'}"
25862984,9780590440615,Werewolves Don't Go To Summer Camp,"['Debbie Dadey', 'Marcia Thornton Jones']",Scholastic Paperbacks,1991,en,,,,
41788158,,,,,,,39764860,PZ7.D128,FIC,"{'825507': 'Bailey School Kids (Fictitious characters)', '942396': 'Ghost stories'}"
758226,9780763628284,My Perfect Life,['Dyan Sheldon'],Candlewick Press (MA),2005,en,48711055,,813.54,"{'956288': 'High schools', '977397': 'Interpersonal relations', '904324': 'Elections', '1107958': 'Schools', '1204155': 'United States', '1145551': 'Teenagers', '1107339': 'School elections'}"
17636651,9780312342340,"Be Happy Or I'll Scream! - My Deranged Quest For The Perfect Husband, Family, And Life",['Sheri Lynch'],St. Martin's Griffin,2007,en,61309395,HQ759,306.85,"{'1026907': 'Motherhood', '1026940': 'Mothers', '1176420': 'Wives', '1204155': 'United States', '1591459': 'Lynch, Sheri', '1728849': 'Families', '1728852': 'Families on television'}"
41323906,9781590300732,A Guide To The Words Of My Perfect Teacher,['Khenpo Ngawang Pelzang'],Shambhala Publications,2004,en,52814103,BQ7662.4,294.3923,"{'1130105': 'Spiritual life--Buddhism', '1758817': 'China--Tibet Autonomous Region', '840040': 'Buddhism--Doctrines', '1431233': 'Rdzogs-chen', '1364439': 'Kun bzang bla maʼi zhal lung (O-rgyan-ʼjigs-med-chos-kyi-dbang-po, Dpal-sprul)'}"
651238,9780064472777,All-American Girl,['Meg Cabot'],Harper Collins,2003,en,,,,
46857681,9780060724504,Ready Or Not - An All-American Girl Novel,['Meg Cabot'],Harper Collins,2005,en,,,,
46857681,9780786282821,Ready Or Not,['Meg Cabot'],,2006,en,57344142,PS3553.A278,813.54,"{'1204505': 'Washington (D.C.)', '1075723': 'Presidents', '956288': 'High schools', '1107958': 'Schools', '1728849': 'Families', '1114160': 'Sex', '1183089': 'Young adult fiction, American', '963818': 'Humorous stories'}"
10627895068,9780373792733,The Perfect Score,['Julie Kenner'],Harlequin Books,2006,en,76832645,PS3561.E5537,813.6,"{'1007080': 'Man-woman relationships', '1002985': 'Romance fiction'}"
344431,9780385323284,The Face On The Milk Carton,['Caroline B. Cooney'],Delacorte Books for Young Readers,1996,en,20669799,PZ7.C7834,FIC,"{'1053308': 'Parent and child', '1199512': 'Parental kidnapping', '966889': 'Identity (Philosophical concept)', '987322': 'Kidnapping', '1023685': 'Missing children', '966892': 'Identity (Psychology)'}"
56158,9780440237679,Teen Angst? Naaah-- - A Quasi-Autobiography,['Ned Vizzini'],Laurel Leaf,2002,en,43954044,HQ796,305.235092,"{'1899715': 'Vizzini, Ned, 1981-2013', '1145551': 'Teenagers', '1204333': 'New York (State)--New York', '956174': 'High school students'}"
42739142,9780786851966,It's Kind Of A Funny Story,['Ned Vizzini'],Disney-Hyperion,2006,en,61458359,PZ7.V853,FIC,"{'890931': 'Depression, Mental', '1081047': 'Psychiatric hospitals', '1204333': 'New York (State)--New York', '1016547': 'Mental illness', '1136041': 'Students', '1137041': 'Success', '1137568': 'Suicidal behavior', '810950': 'Anxiety'}"
11778361,9780786809967,Be More Chill,['Ned Vizzini'],Disney-Hyperion,2005,en,53485458,PZ7.V853,FIC,"{'1111517': 'Self-confidence', '1111797': 'Self-perception', '956288': 'High schools', '977397': 'Interpersonal relations', '1107958': 'Schools', '1145373': 'Teenage boys', '1183080': 'Young adult fiction'}"
11219276,9780312424688,"Collected Prose - Autobiographical Writings, True Stories, Critical Essays, Prefaces, And Collaborations With Artists",['Paul Auster'],Macmillan,2005,en,57694273,PS3551.U77,081,"{'1204155': 'United States', '821764': 'Authors, American', '921899': 'Fathers and sons', '807040': 'American essays', '84658': 'Auster, Paul, 1947-', '915437': 'Essays'}"
